5.296872156986466962e+00,6.690751425260925700e+00,-8.127401566035654668e+00,-4.496301345032010843e+00,6.085040831406166362e+00,-1.906585202338578311e+00,-7.751729770951838461e+00,2.725294530403091553e+00,7.698172332602233325e+00,5.577362558691053351e+00,-2.477057925777900405e+00,7.158913160668520348e+00,-7.224229272683622582e+00,2.960094241302494655e+00,-1.015469816697511130e+00
5.662547541517723104e+00,8.533699219953978954e+00,-7.041657641446101401e+00,-4.883697397478928615e+00,8.421197393299683753e+00,-1.968266696470253763e+00,-1.107150029380946421e+01,3.464381144801489398e+00,1.082411183936139665e+01,5.009910935088916162e+00,-2.348604160201718472e+00,6.673368120706400397e+00,-7.897313511377367590e+00,2.523458553177875263e+00,4.668441136841621208e-01
-8.924046042950758206e+00,1.842692130488666091e+00,-8.817721962901689636e+00,-1.070973598791690762e+01,-2.421635724634167097e+00,-5.553967967515856863e+00,-3.166961968386192705e+00,3.095391282709567982e+00,-2.897644035462516143e+00,9.960787637236101943e+00,1.102442016361384169e+00,-5.204301943329131319e+00,-8.228003274094550790e+00,3.169330907894979177e+00,-2.123401794022770517e+00
-8.068612794572969094e+00,5.681737296784571178e+00,4.138615996985201662e+00,-1.899117765426362903e+00,-4.966589537567018375e+00,-8.277070559572337061e+00,7.636006768920680976e+00,6.483848131010017113e-01,6.297730700460829389e+00,-6.737790738411147951e-02,6.936508879384591708e+00,3.514783273664165986e-01,1.059657119449600415e+01,-1.612603440306323410e+00,-6.417674811186778072e+00
6.242095120541921283e+00,9.092079485831469299e+00,-7.835675982693267372e+00,-6.377113434878241449e+00,5.188403340237819350e+00,-4.934495029044834169e+00,-1.054095222661001863e+01,3.619951808360793777e+00,7.651711212826915798e+00,4.661158443769675586e+00,-8.928326905547048220e-01,6.667741612394418205e+00,-7.538674518930392310e+00,3.532671977166679245e+00,-1.411084859117834878e+00
-9.548771970043169688e+00,4.841833178226442769e+00,4.213812783408342533e+00,-5.214992494958982761e+00,-4.623648506642854983e+00,-8.093944375694329452e+00,8.570431257818027504e+00,1.183373355306433616e+00,6.289907666953419962e+00,-2.281527712072766167e+00,5.136068283702908133e+00,2.698420600857683649e+00,1.053894204385345290e+01,8.344453826796921492e-01,-5.176271459720502399e+00
-9.297563712549241188e+00,1.479193581116989176e+00,-8.249383588942770018e+00,-9.630780641934208575e+00,-2.900761386045206613e+00,-5.002049869009950633e+00,-3.256060779227514246e+00,2.172422413266809293e+00,-4.168417381547715905e+00,1.040495192916209533e+01,1.183664625568668249e+00,-4.788869137553216859e+00,-7.446305546216350102e+00,1.532640728855687140e+00,-9.001456294497776067e-01
-1.060826582404819973e+01,1.295786343420274989e+00,-1.051479400949448539e+01,-7.964171514465698820e+00,-3.548727123787840831e+00,-2.656983714502132443e+00,-1.103162964226293674e+00,2.319142362046059613e+00,-3.062158397310453584e+00,9.976666496391473515e+00,3.815766187326638637e+00,-2.946240529556473753e+00,-7.380253790585350693e+00,1.506770744951598129e+00,-3.094641120795798450e+00
1.016884337504639291e+01,-1.031043784500035976e+00,9.211124762591962334e-01,-2.725635751966652975e-01,-6.361099422293478689e+00,-5.862427731780927687e+00,6.964756115497842792e+00,2.722450727805264536e-01,-5.267208295147092656e+00,-5.654888161063365004e+00,-5.291935137790398924e-01,3.873538390173306478e+00,1.513022294587659689e+00,3.227596672070679240e+00,-3.132743782181338865e+00
8.720846588308656777e+00,-3.043932583375684509e+00,3.749563263734084995e+00,-2.823682890319597849e+00,-4.893826369530566822e+00,-4.232275734813308432e+00,5.440143401230788989e+00,-9.369209458464700102e-01,-5.177318486567396683e+00,-8.331550664975269527e+00,6.548154390149252269e-01,2.809786537254148620e+00,7.435111647242811372e-01,3.109388382242722848e+00,-3.121567590963714167e+00
-8.912479518334647466e+00,4.068358230228769301e+00,3.231584619968081107e+00,-4.379645808031692233e+00,-6.320459600626511687e+00,-8.109868612136233779e+00,6.468978749606449696e+00,1.108670939027392555e+00,4.552845114751575828e+00,-1.199656082633592247e-01,6.209444089906514641e+00,5.386054347845834478e-01,1.008263669220003678e+01,7.110713353054138874e-01,-6.098743262452217984e+00
1.109318225115971579e+01,-1.886353285487959219e+00,1.130585844715426669e+00,-2.022643263633327138e+00,-5.626223875920384643e+00,-3.562649022293783663e+00,4.489445747194130476e+00,1.354658293296736371e+00,-4.872544742701184539e+00,-7.706557003811225215e+00,1.324691471020107869e+00,2.132707047498873187e+00,9.741724651035347238e-01,5.815165268366127904e+00,-3.763890333752613948e+00
-7.656463490823984586e+00,-3.109411867898257409e-01,-1.224668072517625106e+00,3.210924751588942527e+00,6.610359689699641939e-01,-7.538765454444392056e+00,-9.397040605251401502e+00,1.126830950860275404e+00,-5.393772949609092926e+00,1.704997525066645370e+00,5.222955968414573213e+00,-4.491323096751189681e+00,8.646106467954551178e+00,-7.411501602393521182e+00,2.413469674915386332e+00
-8.982000187502357846e+00,2.416727805922368688e+00,2.429175674548149644e-01,3.942068474535053380e+00,8.685993319056495299e-01,-6.884116098329449152e+00,-5.793493703007667861e+00,5.582819887869201469e-01,-5.475874365543305089e+00,1.918482530127497920e+00,4.686925618254507597e+00,-4.329035565058010349e+00,7.998513126400792927e+00,-7.085537880911779496e+00,4.508970887217767398e+00
7.025997663854358422e+00,8.454371296568021776e+00,-7.201410073072973539e+00,-5.015591729808225097e+00,4.320654939862990318e+00,-3.091502014782242735e+00,-8.856506879071302407e+00,3.066974130551812117e+00,8.087136366846713997e+00,6.108651832373366730e+00,-2.825988852351793756e+00,7.200495843100261695e+00,-7.949462479508115464e+00,3.174007100324852892e+00,-1.860628099736727492e-01
-8.007896019222011219e+00,4.170605758133144825e+00,2.273464376799613884e+00,-4.331145754649808666e+00,-4.188486214988628831e+00,-7.817036929314404858e+00,8.055037117003401193e+00,-4.788274684220099608e-01,6.409544222661253343e+00,1.756147340011603719e-01,5.622024103160387476e+00,1.390165700382251845e+00,9.335092053589352901e+00,2.966306611384345593e-01,-5.921451967535922734e+00
-7.640368212948260407e+00,9.565654897049191696e-01,-9.352787517183622779e-01,3.280394617044831040e+00,3.099388403162586236e-01,-6.302852366122997374e+00,-8.462745519745224598e+00,-1.673642137377138184e-01,-5.746879240802880595e+00,2.684707600148683593e+00,4.576940684104039647e+00,-5.338832947037600363e+00,1.143253725238853846e+01,-8.836581004710001963e+00,3.027933345890323036e+00
