0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1.0101010101010102e-02,0.0000000000000000e+00,2.2750022750022752e-03
2.0202020202020204e-02,0.0000000000000000e+00,4.5500045500045504e-03
3.0303030303030304e-02,0.0000000000000000e+00,6.8250068250068248e-03
4.0404040404040407e-02,0.0000000000000000e+00,9.1000091000091009e-03
5.0505050505050511e-02,0.0000000000000000e+00,1.1375011375011377e-02
6.0606060606060608e-02,0.0000000000000000e+00,1.3650013650013650e-02
7.0707070707070704e-02,0.0000000000000000e+00,1.5925015925015926e-02
8.0808080808080815e-02,0.0000000000000000e+00,1.8200018200018202e-02
9.0909090909090912e-02,0.0000000000000000e+00,2.0475020475020478e-02
1.0101010101010102e-01,0.0000000000000000e+00,2.2750022750022754e-02
1.1111111111111112e-01,0.0000000000000000e+00,2.5025025025025027e-02
1.2121212121212122e-01,0.0000000000000000e+00,2.7300027300027299e-02
1.3131313131313133e-01,0.0000000000000000e+00,2.9575029575029575e-02
1.4141414141414141e-01,0.0000000000000000e+00,3.1850031850031851e-02
1.5151515151515152e-01,0.0000000000000000e+00,3.4125034125034127e-02
1.6161616161616163e-01,0.0000000000000000e+00,3.6400036400036404e-02
1.7171717171717174e-01,0.0000000000000000e+00,3.8675038675038680e-02
1.8181818181818182e-01,0.0000000000000000e+00,4.0950040950040956e-02
1.9191919191919193e-01,0.0000000000000000e+00,4.3225043225043232e-02
2.0202020202020204e-01,0.0000000000000000e+00,4.7320047320047354e-02
2.1212121212121215e-01,0.0000000000000000e+00,5.8695058695058734e-02
2.2222222222222224e-01,0.0000000000000000e+00,7.0070070070070115e-02
2.3232323232323235e-01,0.0000000000000000e+00,8.1445081445081488e-02
2.4242424242424243e-01,0.0000000000000000e+00,9.2820092820092834e-02
2.5252525252525254e-01,0.0000000000000000e+00,1.0419510419510421e-01
2.6262626262626265e-01,0.0000000000000000e+00,1.1557011557011559e-01
2.7272727272727271e-01,0.0000000000000000e+00,1.2694512694512697e-01
2.8282828282828282e-01,0.0000000000000000e+00,1.3832013832013834e-01
2.9292929292929293e-01,0.0000000000000000e+00,1.4969514969514972e-01
3.0303030303030304e-01,0.0000000000000000e+00,1.6107016107016112e-01
3.1313131313131315e-01,0.0000000000000000e+00,1.7244517244517249e-01
3.2323232323232326e-01,0.0000000000000000e+00,1.8382018382018386e-01
3.3333333333333337e-01,0.0000000000000000e+00,1.9519519519519524e-01
3.4343434343434348e-01,0.0000000000000000e+00,2.0657020657020661e-01
3.5353535353535359e-01,0.0000000000000000e+00,2.1794521794521798e-01
3.6363636363636365e-01,0.0000000000000000e+00,2.2932022932022939e-01
3.7373737373737376e-01,0.0000000000000000e+00,2.4069524069524076e-01
3.8383838383838387e-01,0.0000000000000000e+00,2.5207025207025213e-01
3.9393939393939398e-01,0.0000000000000000e+00,2.6344526344526353e-01
4.0404040404040409e-01,0.0000000000000000e+00,2.7482027482027488e-01
4.1414141414141420e-01,0.0000000000000000e+00,2.8619528619528628e-01
4.2424242424242431e-01,0.0000000000000000e+00,2.9757029757029763e-01
4.3434343434343442e-01,0.0000000000000000e+00,3.0894530894530903e-01
4.4444444444444448e-01,0.0000000000000000e+00,3.2032032032032037e-01
4.5454545454545459e-01,0.0000000000000000e+00,3.3169533169533177e-01
4.6464646464646470e-01,0.0000000000000000e+00,3.4307034307034318e-01
4.7474747474747481e-01,0.0000000000000000e+00,3.5444535444535452e-01
